frame,x,y,trajectory,treatment,rep
1287,0.636878,0.901389,6,b2,rep1
1287,0.846898,0.172371,7,b2,rep1
10578,0.556322,0.778967,267,b2,rep3
945,0.636631,0.367559,252,b2,rep2
1425,0.856444,0.165501,7,b2,rep1
1950,0.715378,0.6705,21,b2,rep1
1950,0.421962,0.965139,22,b2,rep1
1923,0.639301,0.642964,21,b2,rep2
12334,0.894651,0.23364,67,b2,rep3
12334,0.733442,0.727441,274,b2,rep3
5746,0.406479,0.958853,263,b2,rep2
5746,0.248212,0.616757,41,b2,rep2
12533,0.888653,0.236996,67,b2,rep3
12533,0.573507,0.795256,275,b2,rep3
1507,0.853893,0.162672,7,b2,rep1
4341,0.716619,0.238181,54,b2,rep1
8681,0.404488,0.496233,132,b2,rep1
9278,0.913775,0.897045,42,b2,rep3
12465,0.895557,0.231529,67,b2,rep3
12465,0.628916,0.807878,275,b2,rep3
11977,0.433282,0.96346,283,b2,rep2
6072,0.350144,0.231769,33,b2,rep3
5217,0.239497,0.504152,35,b2,rep2
7100,0.759814,0.779203,86,b2,rep1
1469,0.258795,0.516919,15,b2,rep2
2302,0.432423,0.568282,23,b2,rep1
14277,0.362034,0.81499,279,b2,rep3
9076,0.693153,0.943465,278,b2,rep2
5748,0.581574,0.9038,77,b2,rep1
5748,0.911745,0.335072,75,b2,rep1
12508,0.89009,0.241922,67,b2,rep3
12508,0.602816,0.800061,275,b2,rep3
607,0.622862,0.225619,250,b2,rep2
7200,0.443953,0.735272,89,b2,rep1
4497,0.757194,0.236927,54,b2,rep1
658,0.642075,0.233987,250,b2,rep2
79,0.534494,0.731608,1,b2,rep2
12481,0.897789,0.231312,67,b2,rep3
12481,0.619035,0.808181,275,b2,rep3
10957,0.465444,0.477211,189,b2,rep1
2354,0.447933,0.569456,23,b2,rep1
1593,0.889066,0.751851,12,b2,rep1
12707,0.662042,0.716986,229,b2,rep1
12939,0.883744,0.243267,67,b2,rep3
10964,0.468432,0.504987,189,b2,rep1
13218,0.87925,0.240786,67,b2,rep3
13218,0.417062,0.924572,79,b2,rep3
10293,0.497386,0.386614,267,b2,rep3
1030,0.648004,0.503007,252,b2,rep2
5848,0.722512,0.819418,81,b2,rep1
5639,0.399647,0.962106,263,b2,rep2
14647,0.325244,0.689735,279,b2,rep3
8654,0.390392,0.521102,132,b2,rep1
11321,0.776714,0.33776,193,b2,rep1
4442,0.730949,0.247616,54,b2,rep1
6684,0.422988,0.910755,83,b2,rep1
11407,0.25711,0.651117,91,b2,rep2
10111,0.541819,0.919533,169,b2,rep1
10111,0.380219,0.142969,168,b2,rep1
9923,0.55839,0.8142,159,b2,rep1
1952,0.708118,0.67629,21,b2,rep1
1952,0.420174,0.962421,22,b2,rep1
7949,0.564492,0.894062,106,b2,rep1
14888,0.510908,0.798736,300,b2,rep3
7500,0.633142,0.769375,52,b2,rep2
7500,0.423597,0.260056,56,b2,rep2
14673,0.444468,0.139371,103,b2,rep2
5219,0.241695,0.503528,35,b2,rep2
7742,0.803797,0.130882,63,b2,rep2
7742,0.61715,0.793733,64,b2,rep2
10894,0.871439,0.781844,53,b2,rep3
4481,0.73821,0.271457,54,b2,rep1
10965,0.470184,0.521688,189,b2,rep1
8031,0.234716,0.304553,274,b2,rep2
13566,0.491098,0.832341,239,b2,rep1
5140,0.475857,0.746986,70,b2,rep1
7961,0.226693,0.320101,274,b2,rep2
8146,0.93454,0.580836,112,b2,rep1
5583,0.917144,0.465325,258,b2,rep3
1079,0.681697,0.429806,252,b2,rep2
13057,0.885468,0.233214,67,b2,rep3
14736,0.750032,0.0870712,289,b2,rep2
14736,0.353965,0.498555,291,b2,rep2
14736,0.442126,0.0632325,103,b2,rep2
8314,0.233955,0.30168,274,b2,rep2
2069,0.440245,0.764157,23,b2,rep1
5914,0.405763,0.963648,263,b2,rep2
4290,0.712204,0.258048,54,b2,rep1
12403,0.893562,0.237991,67,b2,rep3
12403,0.724434,0.728658,274,b2,rep3
10886,0.877806,0.792908,53,b2,rep3
10563,0.543625,0.768528,267,b2,rep3
2985,0.872601,0.674317,31,b2,rep1
6594,0.429179,0.642993,82,b2,rep1
4361,0.715881,0.229085,54,b2,rep1
14372,0.331455,0.735682,279,b2,rep3
3493,0.478033,0.809988,39,b2,rep1
10717,0.262,0.0569467,268,b2,rep3
12198,0.900792,0.233291,67,b2,rep3
12198,0.714836,0.154367,73,b2,rep3
6185,0.401687,0.961947,263,b2,rep2
12938,0.482263,0.438574,236,b2,rep1
9017,0.692418,0.941867,278,b2,rep2
8424,0.241668,0.294617,274,b2,rep2
5628,0.397966,0.964073,263,b2,rep2
2492,0.479372,0.792416,23,b2,rep1
460,0.70139,0.838753,7,b2,rep3
11983,0.435627,0.963888,283,b2,rep2
1632,0.812057,0.94124,12,b2,rep1
2383,0.408063,0.656638,23,b2,rep1
10708,0.789066,0.603459,182,b2,rep1
13185,0.884117,0.246236,67,b2,rep3
13185,0.416866,0.929871,79,b2,rep3
10625,0.604101,0.801132,267,b2,rep3
14700,0.437725,0.145117,103,b2,rep2
14700,0.757591,0.0743459,289,b2,rep2
14824,0.348297,0.248174,243,b2,rep1
10743,0.765791,0.561983,182,b2,rep1
8808,0.398639,0.0836641,135,b2,rep1
2893,0.78272,0.7336,31,b2,rep1
12434,0.884055,0.241974,67,b2,rep3
12434,0.639982,0.823656,275,b2,rep3
10891,0.873433,0.786274,53,b2,rep3
385,0.678489,0.869122,7,b2,rep3
4279,0.70994,0.243133,54,b2,rep1
11431,0.247781,0.529353,91,b2,rep2
14077,0.472439,0.621173,82,b2,rep3
12905,0.48643,0.3393,236,b2,rep1
10679,0.944185,0.170316,88,b2,rep2
5196,0.452137,0.596909,70,b2,rep1
9909,0.558337,0.780928,159,b2,rep1
12917,0.891525,0.237691,67,b2,rep3
7346,0.525681,0.837175,49,b2,rep2
8308,0.233561,0.302133,274,b2,rep2
605,0.62323,0.225569,250,b2,rep2
7953,0.564121,0.871326,106,b2,rep1
10295,0.496729,0.387689,267,b2,rep3
10952,0.464869,0.476395,189,b2,rep1
2455,0.474157,0.782116,23,b2,rep1
9912,0.561947,0.786109,159,b2,rep1
7876,0.951026,0.317528,107,b2,rep1
7876,0.563899,0.880933,106,b2,rep1
14661,0.43662,0.15482,103,b2,rep2
12632,0.372036,0.879012,228,b2,rep1
9025,0.689238,0.939313,278,b2,rep2
7869,0.945011,0.311293,107,b2,rep1
857,0.675808,0.799881,7,b2,rep3
9990,0.40858,0.631656,164,b2,rep1
11401,0.744144,0.722547,195,b2,rep1
1134,0.76611,0.813656,4,b2,rep1
2513,0.481817,0.825743,23,b2,rep1
89,0.460938,0.975906,245,b2,rep3
10733,0.790651,0.576608,182,b2,rep1
421,0.688847,0.852704,7,b2,rep3
421,0.335643,0.6324,9,b2,rep3
2420,0.439835,0.723398,23,b2,rep1
2556,0.55261,0.863863,23,b2,rep1
8131,0.962145,0.561051,112,b2,rep1
8131,0.816541,0.275134,113,b2,rep1
1162,0.714401,0.826894,4,b2,rep1
7148,0.787813,0.58361,86,b2,rep1
6631,0.429644,0.699271,82,b2,rep1
12776,0.445433,0.757861,231,b2,rep1
14682,0.443945,0.155214,103,b2,rep2
12450,0.889009,0.235748,67,b2,rep3
12450,0.63406,0.82233,275,b2,rep3
8819,0.481539,0.839433,134,b2,rep1
8803,0.39903,0.0848307,135,b2,rep1
7781,0.385262,0.629178,67,b2,rep2
2276,0.419673,0.60101,23,b2,rep1
7421,0.699603,0.718163,52,b2,rep2
7421,0.442022,0.229899,56,b2,rep2
8975,0.392175,0.0722304,135,b2,rep1
9299,0.384184,0.490635,143,b2,rep1
7085,0.760031,0.777066,86,b2,rep1
7318,0.512432,0.786656,89,b2,rep1
3492,0.480382,0.815536,39,b2,rep1
3329,0.67866,0.887418,39,b2,rep1
7554,0.449576,0.756176,52,b2,rep2
583,0.773298,0.701386,7,b2,rep3
9834,0.515917,0.534711,159,b2,rep1
10970,0.479083,0.518249,189,b2,rep1
14748,0.35631,0.451151,291,b2,rep2
14748,0.443508,0.063865,103,b2,rep2
8798,0.398914,0.0842817,135,b2,rep1
8090,0.238677,0.297516,274,b2,rep2
479,0.703351,0.806946,7,b2,rep3
479,0.78577,0.0677057,10,b2,rep3
3462,0.503437,0.849222,39,b2,rep1
2233,0.45212,0.638637,23,b2,rep1
9821,0.52983,0.455146,159,b2,rep1
12872,0.890041,0.233354,67,b2,rep3
681,0.646301,0.232654,250,b2,rep2
4610,0.789063,0.139506,33,b2,rep2
8962,0.838138,0.66104,85,b2,rep2
9295,0.384083,0.492604,143,b2,rep1
1582,0.918631,0.701574,12,b2,rep1
8889,0.520014,0.945784,136,b2,rep1
12355,0.676509,0.840908,224,b2,rep1
86,0.551572,0.732952,1,b2,rep2
12018,0.437105,0.965353,283,b2,rep2
10773,0.718101,0.475062,182,b2,rep1
10773,0.319714,0.770448,183,b2,rep1
9420,0.403657,0.0981464,141,b2,rep1
1185,0.871561,0.451204,18,b2,rep3
8113,0.236578,0.299467,274,b2,rep2
132,0.357409,0.796173,294,b2,rep3
15035,0.508456,0.792891,300,b2,rep3
5155,0.456464,0.716781,70,b2,rep1
11250,0.672482,0.224699,193,b2,rep1
12963,0.417254,0.57545,236,b2,rep1
9284,0.401602,0.0927509,141,b2,rep1
8968,0.850147,0.657717,85,b2,rep2
8321,0.23391,0.301018,274,b2,rep2
12318,0.893258,0.239039,67,b2,rep3
12318,0.732952,0.716703,274,b2,rep3
3316,0.681576,0.884483,39,b2,rep1
9739,0.372446,0.0189126,48,b2,rep3
1666,0.851155,0.784985,14,b2,rep1
8037,0.597004,0.893868,106,b2,rep1
6468,0.576296,0.875777,82,b2,rep1
7890,0.953393,0.326951,107,b2,rep1
7890,0.565041,0.873284,106,b2,rep1
12229,0.415329,0.640158,223,b2,rep1
3175,0.915335,0.723466,36,b2,rep1
10757,0.709907,0.426518,281,b2,rep2
10357,0.288467,0.340869,171,b2,rep1
1509,0.258429,0.513575,15,b2,rep2
6210,0.8029,0.796668,81,b2,rep1
8257,0.241825,0.292576,274,b2,rep2
521,0.741264,0.784886,7,b2,rep3
7110,0.75581,0.751964,86,b2,rep1
11969,0.437043,0.961301,283,b2,rep2
11606,0.375668,0.738814,205,b2,rep1
8273,0.891419,0.504642,112,b2,rep1
8273,0.453499,0.345769,115,b2,rep1
12213,0.895737,0.239076,67,b2,rep3
12213,0.718599,0.186125,73,b2,rep3
14072,0.4724,0.619405,82,b2,rep3
12300,0.701147,0.865365,224,b2,rep1
1493,0.259189,0.511409,15,b2,rep2
11489,0.505904,0.950366,197,b2,rep1
502,0.718325,0.797295,7,b2,rep3
3054,0.527176,0.392733,34,b2,rep1
1375,0.850704,0.178187,7,b2,rep1
1375,0.542689,0.9693,6,b2,rep1
1932,0.733669,0.674972,21,b2,rep1
5386,0.328598,0.262293,255,b2,rep3
1199,0.6863,0.531366,252,b2,rep2
14865,0.503384,0.791478,300,b2,rep3
14320,0.359636,0.812779,279,b2,rep3
2736,0.59683,0.891023,29,b2,rep1
3043,0.525116,0.38923,34,b2,rep1
9453,0.397248,0.0897392,141,b2,rep1
9453,0.812801,0.591451,147,b2,rep1
1468,0.859361,0.174899,7,b2,rep1
1468,0.459058,0.513035,9,b2,rep1
12183,0.428253,0.973164,283,b2,rep2
5172,0.205912,0.26703,260,b2,rep2
11031,0.557286,0.696226,189,b2,rep1
686,0.807932,0.509068,7,b2,rep3
8131,0.233487,0.301598,274,b2,rep2
14732,0.755541,0.0829061,289,b2,rep2
14732,0.354523,0.522484,291,b2,rep2
14732,0.44403,0.0706656,103,b2,rep2
1252,0.965179,0.449359,20,b2,rep3
8749,0.472702,0.599643,132,b2,rep1
8749,0.466777,0.828615,134,b2,rep1
11340,0.247186,0.603858,91,b2,rep2
13283,0.880282,0.24358,67,b2,rep3
8021,0.579185,0.898801,106,b2,rep1
9134,0.438389,0.740422,140,b2,rep1
9134,0.389816,0.0788966,135,b2,rep1
1210,0.662878,0.524683,252,b2,rep2
1979,0.730672,0.689988,21,b2,rep1
1979,0.375636,0.904283,22,b2,rep1
2422,0.439731,0.727191,23,b2,rep1
1533,0.351063,0.132249,22,b2,rep3
5785,0.578205,0.876514,77,b2,rep1
261,0.598511,0.904281,7,b2,rep3
7862,0.561559,0.793714,69,b2,rep2
1159,0.718469,0.82354,4,b2,rep1
7199,0.649003,0.768026,48,b2,rep2
1370,0.852619,0.176183,7,b2,rep1
1370,0.559255,0.968395,6,b2,rep1
419,0.689147,0.853989,7,b2,rep3
419,0.336031,0.628801,9,b2,rep3
8119,0.975767,0.546185,112,b2,rep1
11332,0.243405,0.621485,91,b2,rep2
339,0.629454,0.876468,7,b2,rep3
12617,0.889516,0.23892,67,b2,rep3
11474,0.477829,0.874745,197,b2,rep1
14709,0.324975,0.689273,279,b2,rep3
9026,0.688619,0.937907,278,b2,rep2
1127,0.769375,0.799486,4,b2,rep1
13023,0.88402,0.245754,67,b2,rep3
727,0.768754,0.678957,7,b2,rep3
10665,0.790377,0.682357,182,b2,rep1
8527,0.738231,0.121165,125,b2,rep1
13002,0.889038,0.239774,67,b2,rep3
912,0.539324,0.904093,7,b2,rep3
12388,0.535833,0.822424,224,b2,rep1
13007,0.888909,0.241855,67,b2,rep3
8022,0.577161,0.901917,106,b2,rep1
12310,0.704332,0.843298,224,b2,rep1
10196,0.477905,0.315692,267,b2,rep3
7208,0.648342,0.777436,48,b2,rep2
12162,0.902244,0.228077,67,b2,rep3
12162,0.712613,0.133617,73,b2,rep3
5572,0.31347,0.847858,262,b2,rep2
2589,0.590311,0.864206,23,b2,rep1
10309,0.512204,0.386541,267,b2,rep3
14794,0.389548,0.146887,106,b2,rep2
605,0.776398,0.674098,7,b2,rep3
2213,0.46049,0.616561,23,b2,rep1
9437,0.399627,0.0882464,141,b2,rep1
8430,0.543629,0.738479,116,b2,rep1
12767,0.448921,0.781051,231,b2,rep1
7235,0.444384,0.743388,89,b2,rep1
10643,0.632278,0.826546,267,b2,rep3
6523,0.544075,0.755571,82,b2,rep1
7903,0.943075,0.342228,107,b2,rep1
7903,0.567234,0.875235,106,b2,rep1
7217,0.646358,0.778855,48,b2,rep2
6563,0.404908,0.960211,263,b2,rep2
802,0.721576,0.776307,7,b2,rep3
6274,0.40605,0.962594,263,b2,rep2
6775,0.429227,0.935998,83,b2,rep1
10352,0.503637,0.428791,267,b2,rep3
10352,0.330887,0.629006,52,b2,rep3
13022,0.44003,0.749335,236,b2,rep1
13052,0.886127,0.240125,67,b2,rep3
11949,0.397436,0.786131,216,b2,rep1
5548,0.815794,0.848021,74,b2,rep1
5406,0.329482,0.282828,255,b2,rep3
551,0.628479,0.222087,250,b2,rep2
5577,0.922582,0.464316,258,b2,rep3
873,0.65207,0.824131,7,b2,rep3
10654,0.66549,0.856763,267,b2,rep3
4,0.321963,0.570866,1,b2,rep3
6065,0.783646,0.601914,81,b2,rep1
8438,0.235917,0.295258,274,b2,rep2
6394,0.406305,0.957684,263,b2,rep2
12912,0.501357,0.365664,236,b2,rep1
1768,0.637832,0.184571,17,b2,rep2
10719,0.791036,0.602011,182,b2,rep1
7167,0.646838,0.672717,88,b2,rep1
4420,0.710402,0.226586,54,b2,rep1
962,0.633289,0.386842,252,b2,rep2
6717,0.82482,0.237694,265,b2,rep2
8896,0.344865,0.705274,261,b2,rep3
8156,0.237178,0.298491,274,b2,rep2
1293,0.63712,0.904,6,b2,rep1
1293,0.853327,0.16883,7,b2,rep1
14417,0.324921,0.702396,279,b2,rep3
7197,0.439782,0.708951,89,b2,rep1
2745,0.598591,0.909038,29,b2,rep1
7760,0.895277,0.509973,66,b2,rep2
4221,0.70399,0.233291,54,b2,rep1
10822,0.586703,0.098231,184,b2,rep1
529,0.870326,0.491347,249,b2,rep2
529,0.612616,0.198296,250,b2,rep2
8750,0.471192,0.602644,132,b2,rep1
8750,0.468267,0.825473,134,b2,rep1
10411,0.466356,0.798137,174,b2,rep1
14687,0.440834,0.155247,103,b2,rep2
14687,0.600686,0.953237,288,b2,rep2
692,0.645893,0.236138,250,b2,rep2
14914,0.510441,0.788895,300,b2,rep3
4669,0.599042,0.863328,59,b2,rep1
11931,0.448844,0.77146,215,b2,rep1
3156,0.909767,0.747447,36,b2,rep1
3538,0.399298,0.712184,40,b2,rep1
13179,0.886718,0.241682,67,b2,rep3
13179,0.414684,0.93093,79,b2,rep3
14289,0.357736,0.822717,279,b2,rep3
5102,0.570803,0.817223,70,b2,rep1
9171,0.389978,0.0786522,135,b2,rep1
7433,0.696849,0.715785,52,b2,rep2
7433,0.425731,0.211746,56,b2,rep2
12577,0.762787,0.832692,286,b2,rep2
6577,0.454392,0.640602,82,b2,rep1
14304,0.349953,0.829408,279,b2,rep3
5305,0.467715,0.971494,72,b2,rep1
14117,0.488591,0.677165,82,b2,rep3
14698,0.437936,0.162535,103,b2,rep2
14698,0.760951,0.0726685,289,b2,rep2
14312,0.360711,0.814458,279,b2,rep3
4598,0.796462,0.150617,33,b2,rep2
9143,0.447131,0.93358,40,b2,rep3
13635,0.462605,0.775533,239,b2,rep1
8972,0.827567,0.6746,85,b2,rep2
3065,0.524305,0.39752,34,b2,rep1
3065,0.66294,0.809665,35,b2,rep1
3276,0.252286,0.555431,256,b2,rep2
11664,0.661757,0.727369,208,b2,rep1
10438,0.398912,0.724958,176,b2,rep1
2878,0.774361,0.773161,31,b2,rep1
11915,0.454877,0.756125,215,b2,rep1
6536,0.519882,0.708451,82,b2,rep1
1644,0.904137,0.222018,25,b2,rep3
14558,0.386812,0.260961,102,b2,rep2
14704,0.440109,0.156124,103,b2,rep2
14704,0.756552,0.0764841,289,b2,rep2
10559,0.538727,0.756968,267,b2,rep3
11010,0.504057,0.591259,189,b2,rep1
10944,0.453298,0.48308,189,b2,rep1
14679,0.443312,0.15291,103,b2,rep2
12985,0.397283,0.61655,236,b2,rep1
4180,0.716048,0.223057,54,b2,rep1
2586,0.586628,0.872493,23,b2,rep1
2586,0.675198,0.929791,28,b2,rep1
5226,0.255024,0.501975,35,b2,rep2
9620,0.370689,0.0172056,48,b2,rep3
6053,0.780088,0.617286,81,b2,rep1
12747,0.479664,0.823459,231,b2,rep1
12977,0.88561,0.233307,67,b2,rep3
9692,0.498575,0.831059,155,b2,rep1
4988,0.738486,0.768225,68,b2,rep1
9508,0.725612,0.0978881,150,b2,rep1
9645,0.368448,0.0216341,48,b2,rep3
992,0.647248,0.458741,252,b2,rep2
12113,0.436396,0.965824,283,b2,rep2
12423,0.5352,0.938039,95,b2,rep2
12669,0.892681,0.234783,67,b2,rep3
4392,0.252054,0.55374,258,b2,rep2
6118,0.741747,0.545129,81,b2,rep1
8625,0.335998,0.336777,37,b2,rep3
2823,0.740448,0.825192,31,b2,rep1
13991,0.290783,0.569785,299,b2,rep3
13507,0.49386,0.881929,239,b2,rep1
10531,0.515045,0.73583,267,b2,rep3
13979,0.288884,0.569463,299,b2,rep3
5326,0.467651,0.965667,72,b2,rep1
10631,0.702783,0.882482,181,b2,rep1
14422,0.325661,0.693217,279,b2,rep3
12341,0.89654,0.230306,67,b2,rep3
12341,0.73251,0.731263,274,b2,rep3
12949,0.881645,0.243512,67,b2,rep3
9128,0.430522,0.710868,140,b2,rep1
11965,0.39547,0.776415,216,b2,rep1
5212,0.234219,0.50557,35,b2,rep2
11189,0.687863,0.573043,193,b2,rep1
2162,0.447876,0.689627,23,b2,rep1
2669,0.621155,0.838552,29,b2,rep1
1020,0.644859,0.505689,252,b2,rep2
14765,0.50099,0.797764,300,b2,rep3
10933,0.379845,0.827326,54,b2,rep3
1186,0.871767,0.451462,18,b2,rep3
8214,0.231647,0.303847,274,b2,rep2
12847,0.296688,0.280843,234,b2,rep1
10161,0.473005,0.255176,267,b2,rep3
10540,0.521762,0.739252,267,b2,rep3
7638,0.245522,0.301485,60,b2,rep2
7638,0.396071,0.0966363,270,b2,rep2
5167,0.224178,0.264262,260,b2,rep2
1163,0.470276,0.397009,17,b2,rep3
373,0.665824,0.883737,7,b2,rep3
12759,0.890467,0.233272,67,b2,rep3
4693,0.59644,0.852891,59,b2,rep1
4693,0.907844,0.100282,61,b2,rep1
1822,0.793741,0.622944,21,b2,rep1
9580,0.655417,0.17063,152,b2,rep1
7995,0.569652,0.873374,106,b2,rep1
12316,0.894818,0.23897,67,b2,rep3
12316,0.733085,0.717593,274,b2,rep3
8440,0.235808,0.294481,274,b2,rep2
6659,0.434225,0.77357,82,b2,rep1
12745,0.888109,0.234236,67,b2,rep3
4396,0.718752,0.234887,54,b2,rep1
11920,0.458118,0.748603,215,b2,rep1
6488,0.579464,0.814754,82,b2,rep1
12594,0.894446,0.238035,67,b2,rep3
12594,0.500859,0.744756,275,b2,rep3
11409,0.717188,0.771099,195,b2,rep1
7480,0.420999,0.754094,91,b2,rep1
11996,0.438481,0.964168,283,b2,rep2
978,0.642605,0.416736,252,b2,rep2
11245,0.66261,0.235461,193,b2,rep1
12930,0.486246,0.434435,236,b2,rep1
4612,0.790164,0.143441,33,b2,rep2
12996,0.888634,0.23909,67,b2,rep3
5878,0.405592,0.963912,263,b2,rep2
14302,0.349012,0.828811,279,b2,rep3
14808,0.342646,0.240938,243,b2,rep1
2120,0.448321,0.741929,23,b2,rep1
12885,0.410327,0.330154,236,b2,rep1
753,0.739796,0.74597,7,b2,rep3
5157,0.453016,0.705242,70,b2,rep1
15013,0.508964,0.788354,300,b2,rep3
1788,0.639181,0.176133,17,b2,rep2
8300,0.464108,0.368459,115,b2,rep1
1358,0.206477,0.235394,13,b2,rep2
9156,0.44694,0.935257,40,b2,rep3
14667,0.43999,0.146867,103,b2,rep2
12892,0.891973,0.234898,67,b2,rep3
1495,0.86082,0.171435,7,b2,rep1
12508,0.480795,0.68141,225,b2,rep1
43,0.318317,0.554903,1,b2,rep3
12892,0.435145,0.32658,236,b2,rep1
13613,0.478208,0.806091,239,b2,rep1
8219,0.891115,0.505476,112,b2,rep1
8219,0.831724,0.504032,114,b2,rep1
8938,0.775339,0.923948,137,b2,rep1
4243,0.702134,0.221166,54,b2,rep1
7862,0.559951,0.888646,106,b2,rep1
790,0.720093,0.7873,7,b2,rep3
790,0.935721,0.386099,251,b2,rep3
10806,0.633887,0.145546,184,b2,rep1
10730,0.790001,0.577781,182,b2,rep1
13012,0.426942,0.714429,236,b2,rep1
9582,0.655218,0.169294,152,b2,rep1
1123,0.746719,0.490581,252,b2,rep2
14621,0.324065,0.691333,279,b2,rep3
5946,0.744526,0.81526,81,b2,rep1
2824,0.249789,0.622609,256,b2,rep2
8195,0.834175,0.454227,114,b2,rep1
8195,0.912665,0.530429,112,b2,rep1
9563,0.656143,0.167617,152,b2,rep1
4175,0.715609,0.222146,54,b2,rep1
3361,0.620032,0.898235,39,b2,rep1
9980,0.476979,0.78775,159,b2,rep1
3191,0.904426,0.686142,36,b2,rep1
6150,0.404182,0.958703,263,b2,rep2
5538,0.313736,0.842921,262,b2,rep2
1329,0.634371,0.896933,6,b2,rep1
1329,0.852688,0.173184,7,b2,rep1
12381,0.578937,0.834175,224,b2,rep1
10734,0.260139,0.0522353,268,b2,rep3
906,0.573072,0.872095,7,b2,rep3
7081,0.731606,0.0642945,47,b2,rep2
5026,0.669755,0.881075,68,b2,rep1
8767,0.438727,0.672624,132,b2,rep1
8767,0.476507,0.825945,134,b2,rep1
5132,0.474394,0.741357,70,b2,rep1
9951,0.530248,0.847302,159,b2,rep1
7528,0.545438,0.78618,52,b2,rep2
7528,0.387735,0.292393,56,b2,rep2
8150,0.926327,0.582805,112,b2,rep1
8150,0.831497,0.329247,113,b2,rep1
12844,0.883621,0.238845,67,b2,rep3
689,0.803594,0.52506,7,b2,rep3
7646,0.39391,0.0941447,270,b2,rep2
10803,0.636731,0.155381,184,b2,rep1
2254,0.427521,0.632733,23,b2,rep1
13821,0.454333,0.726605,241,b2,rep1
14262,0.362278,0.815357,279,b2,rep3
8488,0.461708,0.307951,115,b2,rep1
8488,0.406963,0.115772,123,b2,rep1
14832,0.345358,0.244776,243,b2,rep1
9048,0.69239,0.940365,278,b2,rep2
9048,0.242182,0.465107,279,b2,rep2
1630,0.823573,0.936748,12,b2,rep1
5088,0.768221,0.802032,69,b2,rep1
11291,0.718336,0.214994,193,b2,rep1
14343,0.341433,0.757085,279,b2,rep3
10848,0.454538,0.0540717,282,b2,rep2
12815,0.892812,0.237228,67,b2,rep3
575,0.629452,0.222231,250,b2,rep2
12461,0.390081,0.677889,224,b2,rep1
12916,0.891825,0.236883,67,b2,rep3
10722,0.792546,0.590775,182,b2,rep1
5908,0.404264,0.964426,263,b2,rep2
2256,0.426481,0.62315,23,b2,rep1
1147,0.738015,0.814957,4,b2,rep1
1147,0.593884,0.973647,5,b2,rep1
13115,0.878242,0.243086,67,b2,rep3
6044,0.787642,0.632483,81,b2,rep1
11007,0.496983,0.570989,189,b2,rep1
7193,0.43909,0.700712,89,b2,rep1
8532,0.453759,0.652384,277,b2,rep2
12155,0.899447,0.229915,67,b2,rep3
12155,0.712177,0.143133,73,b2,rep3
5972,0.334881,0.689355,32,b2,rep3
2872,0.764192,0.786734,31,b2,rep1
4246,0.702555,0.224204,54,b2,rep1
64,0.523866,0.717874,1,b2,rep2
14951,0.512085,0.798056,300,b2,rep3
4596,0.79936,0.14864,33,b2,rep2
12458,0.397876,0.665095,224,b2,rep1
8413,0.235917,0.301791,274,b2,rep2
13244,0.880097,0.240227,67,b2,rep3
13244,0.422668,0.913118,79,b2,rep3
14272,0.354354,0.821446,279,b2,rep3
12559,0.890136,0.234879,67,b2,rep3
12559,0.551193,0.791905,275,b2,rep3
11953,0.396675,0.773347,216,b2,rep1
8243,0.782562,0.635631,114,b2,rep1
8243,0.454228,0.340216,115,b2,rep1
9308,0.40261,0.0986354,141,b2,rep1
2683,0.627554,0.819535,29,b2,rep1
2974,0.829497,0.675944,31,b2,rep1
14554,0.387077,0.254173,102,b2,rep2
12761,0.452246,0.785097,231,b2,rep1
11415,0.341262,0.661673,58,b2,rep3
13280,0.88052,0.243019,67,b2,rep3
7750,0.545349,0.862492,100,b2,rep1
3246,0.256903,0.610485,256,b2,rep2
6178,0.714132,0.820584,81,b2,rep1
14933,0.509039,0.789073,300,b2,rep3
14752,0.361647,0.424069,291,b2,rep2
14752,0.443868,0.0629278,103,b2,rep2
2841,0.24676,0.603451,256,b2,rep2
10387,0.471316,0.458439,267,b2,rep3
5244,0.237258,0.501213,35,b2,rep2
14990,0.633873,0.971047,293,b2,rep2
118,0.333407,0.788814,294,b2,rep3
11479,0.483672,0.904676,197,b2,rep1
10667,0.786924,0.695611,182,b2,rep1
8723,0.432283,0.537414,132,b2,rep1
8723,0.450672,0.818233,134,b2,rep1
3327,0.678725,0.886065,39,b2,rep1
11410,0.71571,0.778523,195,b2,rep1
12688,0.400721,0.906428,228,b2,rep1
1206,0.661915,0.517215,252,b2,rep2
3262,0.727036,0.141289,37,b2,rep1
14319,0.358325,0.810332,279,b2,rep3
919,0.510912,0.948119,7,b2,rep3
12135,0.431855,0.968558,283,b2,rep2
10376,0.488465,0.454834,267,b2,rep3
10376,0.341022,0.621798,52,b2,rep3
973,0.635351,0.394528,252,b2,rep2
9402,0.392779,0.0849611,141,b2,rep1
7561,0.420164,0.729244,52,b2,rep2
3351,0.656389,0.888108,39,b2,rep1
10398,0.461266,0.485182,267,b2,rep3
5550,0.815502,0.8511,74,b2,rep1
11624,0.397719,0.74446,205,b2,rep1
9019,0.692986,0.941717,278,b2,rep2
14141,0.605482,0.84495,85,b2,rep3
12767,0.89193,0.232115,67,b2,rep3
1666,0.258179,0.51306,15,b2,rep2
6768,0.430237,0.939795,83,b2,rep1
9607,0.373,0.0128947,48,b2,rep3
2475,0.493443,0.788992,23,b2,rep1
9801,0.495381,0.351978,159,b2,rep1
